,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
111,EN_MAT_DOMCMPC             COL            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.03778,0.03886,0.04522,0.11617,0.1174,0.11859,,,,,
112,EN_MAT_DOMCMPC             COL            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.03778,0.03886,0.04522,0.11617,0.1174,0.11859,,,,,
113,EN_MAT_DOMCMPC             CPR            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,1.46055,1.55486,1.57198,1.58747,1.60223,1.61631,,,,,
114,EN_MAT_DOMCMPC             CPR            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,1.46055,1.55486,1.57198,1.58747,1.60223,1.61631,,,,,
115,EN_MAT_DOMCMPC             CRO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,2.04748,2.16036,2.197,2.21771,2.23743,2.25629,,,,,
116,EN_MAT_DOMCMPC             CRO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,2.04748,2.16036,2.197,2.21771,2.23743,2.25629,,,,,
117,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.04872,0.05607,0.06038,0.0596,0.05885,0.05815,,,,,
118,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.04872,0.05607,0.06038,0.0596,0.05885,0.05815,,,,,
119,EN_MAT_DOMCMPC             FOF            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.26239,0.25083,0.33529,0.40784,0.40697,0.40611,,,,,
120,EN_MAT_DOMCMPC             FOF            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.26239,0.25083,0.33529,0.40784,0.40697,0.40611,,,,,
121,EN_MAT_DOMCMPC             GBO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.26222,0.25904,0.2564,0.25747,0.25847,0.25942,,,,,
122,EN_MAT_DOMCMPC             GBO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.26222,0.25904,0.2564,0.25747,0.25847,0.25942,,,,,
123,EN_MAT_DOMCMPC             MEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.25222,0.25858,0.34911,0.35876,0.368,0.37688,,,,,
124,EN_MAT_DOMCMPC             MEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.25222,0.25858,0.34911,0.35876,0.368,0.37688,,,,,
125,EN_MAT_DOMCMPC             NFO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.2035,0.20251,0.28873,0.29916,0.30915,0.31873,,,,,
126,EN_MAT_DOMCMPC             NFO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.2035,0.20251,0.28873,0.29916,0.30915,0.31873,,,,,
127,EN_MAT_DOMCMPC             NMA            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.06325,0.04394,0.04921,0.04882,0.04865,0.04849,,,,,
128,EN_MAT_DOMCMPC             NMA            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.06325,0.04394,0.04921,0.04882,0.04865,0.04849,,,,,
129,EN_MAT_DOMCMPC             NMC            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.93554,0.92031,0.90594,0.89554,0.88549,0.87578,,,,,
130,EN_MAT_DOMCMPC             NMC            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.93554,0.92031,0.90594,0.89554,0.88549,0.87578,,,,,
131,EN_MAT_DOMCMPC             NMM            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.99878,0.96425,0.95514,0.94436,0.93414,0.92427,,,,,
132,EN_MAT_DOMCMPC             NMM            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.99878,0.96425,0.95514,0.94436,0.93414,0.92427,,,,,
133,EN_MAT_DOMCMPC             PET            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.22461,0.21197,0.29007,0.29168,0.28957,0.28752,,,,,
134,EN_MAT_DOMCMPC             PET            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.22461,0.21197,0.29007,0.29168,0.28957,0.28752,,,,,
135,EN_MAT_DOMCMPC             WCH            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.0022,0.00213,0.00209,0.00208,0.00208,0.00207,,,,,
136,EN_MAT_DOMCMPC             WCH            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.0022,0.00213,0.00209,0.00208,0.00208,0.00207,,,,,
137,EN_MAT_DOMCMPC             WOD            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.80711,0.81334,0.81199,0.79658,0.79692,0.7972,,,,,
138,EN_MAT_DOMCMPC             WOD            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,0.80711,0.81334,0.81199,0.79658,0.79692,0.7972,,,,,
139,EN_MAT_DOMCMPG             ALP            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,2.09858,2.12466,2.15402,2.14149,2.13039,2.12489,,,,,
140,EN_MAT_DOMCMPG             ALP            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,2.09858,2.12466,2.15402,2.14149,2.13039,2.12489,,,,,
141,EN_MAT_DOMCMPG             BIM            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,1.57733,1.62477,1.60893,1.58399,1.57923,1.57843,,,,,
142,EN_MAT_DOMCMPG             BIM            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,1.57733,1.62477,1.60893,1.58399,1.57923,1.57843,,,,,
143,EN_MAT_DOMCMPG             COL            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.01301,0.01318,0.01503,0.03785,0.03786,0.03796,,,,,
144,EN_MAT_DOMCMPG             COL            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.01301,0.01318,0.01503,0.03785,0.03786,0.03796,,,,,
145,EN_MAT_DOMCMPG             CPR            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.50305,0.52744,0.52262,0.51726,0.51669,0.51736,,,,,
146,EN_MAT_DOMCMPG             CPR            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.50305,0.52744,0.52262,0.51726,0.51669,0.51736,,,,,
147,EN_MAT_DOMCMPG             CRO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.70521,0.73284,0.73042,0.72261,0.72153,0.7222,,,,,
148,EN_MAT_DOMCMPG             CRO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.70521,0.73284,0.73042,0.72261,0.72153,0.7222,,,,,
149,EN_MAT_DOMCMPG             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.01678,0.01902,0.02007,0.01942,0.01898,0.01861,,,,,
150,EN_MAT_DOMCMPG             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.01678,0.01902,0.02007,0.01942,0.01898,0.01861,,,,,
151,EN_MAT_DOMCMPG             FOF            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.09038,0.08509,0.11147,0.13289,0.13124,0.12999,,,,,
152,EN_MAT_DOMCMPG             FOF            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.09038,0.08509,0.11147,0.13289,0.13124,0.12999,,,,,
153,EN_MAT_DOMCMPG             GBO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.09032,0.08787,0.08524,0.08389,0.08335,0.08304,,,,,
154,EN_MAT_DOMCMPG             GBO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.09032,0.08787,0.08524,0.08389,0.08335,0.08304,,,,,
155,EN_MAT_DOMCMPG             MEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.08687,0.08772,0.11607,0.1169,0.11867,0.12063,,,,,
156,EN_MAT_DOMCMPG             MEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.08687,0.08772,0.11607,0.1169,0.11867,0.12063,,,,,
157,EN_MAT_DOMCMPG             NFO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.07009,0.0687,0.09599,0.09748,0.0997,0.10202,,,,,
158,EN_MAT_DOMCMPG             NFO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.07009,0.0687,0.09599,0.09748,0.0997,0.10202,,,,,
159,EN_MAT_DOMCMPG             NMA            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.02178,0.0149,0.01636,0.01591,0.01569,0.01552,,,,,
160,EN_MAT_DOMCMPG             NMA            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.02178,0.0149,0.01636,0.01591,0.01569,0.01552,,,,,
161,EN_MAT_DOMCMPG             NMC            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.32222,0.31219,0.30119,0.2918,0.28555,0.28032,,,,,
162,EN_MAT_DOMCMPG             NMC            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.32222,0.31219,0.30119,0.2918,0.28555,0.28032,,,,,
163,EN_MAT_DOMCMPG             NMM            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.34401,0.32709,0.31755,0.30771,0.30124,0.29584,,,,,
164,EN_MAT_DOMCMPG             NMM            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.34401,0.32709,0.31755,0.30771,0.30124,0.29584,,,,,
165,EN_MAT_DOMCMPG             PET            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.07736,0.07191,0.09644,0.09504,0.09338,0.09203,,,,,
166,EN_MAT_DOMCMPG             PET            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.07736,0.07191,0.09644,0.09504,0.09338,0.09203,,,,,
167,EN_MAT_DOMCMPG             WCH            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.00076,0.00072,0.0007,0.00068,0.00067,0.00066,,,,,
168,EN_MAT_DOMCMPG             WCH            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.00076,0.00072,0.0007,0.00068,0.00067,0.00066,,,,,
169,EN_MAT_DOMCMPG             WOD            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.27799,0.2759,0.26996,0.25956,0.25699,0.25517,,,,,
170,EN_MAT_DOMCMPG             WOD            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)",Environment Live / Global Material Flows Database,0.27799,0.2759,0.26996,0.25956,0.25699,0.25517,,,,,
171,EN_MAT_DOMCMPT             ALP            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,93045758.52972,97685079.46301,103168925.72835,106815293.31281,109547672.66163,112281219.37803,,,,,
172,EN_MAT_DOMCMPT             ALP            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,93045758.52972,97685079.46301,103168925.72835,106815293.31281,109547672.66163,112281219.37803,,,,,
173,EN_MAT_DOMCMPT             BIM            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",Environment Live / Global Material Flows Database,69934581.0,74701627.0,77061573.0,79007981.0,81206422.0,83405502.0,,,,,
