,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value,UniqueIDNew
4735,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2013.0,10.0077,BX_TRF_PWKR
4736,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2014.0,9.9416,BX_TRF_PWKR
4737,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2015.0,10.4234,BX_TRF_PWKR
4738,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2016.0,11.1465,BX_TRF_PWKR
4739,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2017.0,11.7144,BX_TRF_PWKR
4740,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2018.0,12.8915,BX_TRF_PWKR
4741,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2019.0,13.8348,BX_TRF_PWKR
4742,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2020.0,14.6935,BX_TRF_PWKR
4743,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2012.0,1244.5,GF_FRN_FDI
4744,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2013.0,1295.4,GF_FRN_FDI
4745,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2014.0,1388.7,GF_FRN_FDI
4746,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2015.0,1220.8,GF_FRN_FDI
4747,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2016.0,1184.6,GF_FRN_FDI
4748,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2017.0,1169.5,GF_FRN_FDI
4749,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2018.0,1002.7,GF_FRN_FDI
4750,GF_FRN_FDI                         ,17.0,17.3,17.3.1,GF_FRN_FDI,2019.0,998.24405,GF_FRN_FDI
4751,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2012.0,4.6265,DT_TDS_DECT
4752,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2013.0,7.0703,DT_TDS_DECT
4753,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2014.0,4.5334,DT_TDS_DECT
4754,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2015.0,4.9569,DT_TDS_DECT
4755,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2016.0,5.3907,DT_TDS_DECT
4756,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2017.0,5.9427,DT_TDS_DECT
4757,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2018.0,4.2768,DT_TDS_DECT
4758,DT_TDS_DECT                         ,17.0,17.4,17.4.1,DT_TDS_DECT,2019.0,5.5209,DT_TDS_DECT
4765,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2012.0,1.83555,IT_NET_BBNDANYS
4766,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2013.0,2.26231,IT_NET_BBNDANYS
4767,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2014.0,2.72391,IT_NET_BBNDANYS
4768,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2015.0,2.8294,IT_NET_BBNDANYS
4769,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2016.0,3.0513,IT_NET_BBNDANYS
4770,IT_NET_BBND      ANYS                   ,17.0,17.6,17.6.1,IT_NET_BBND,2017.0,3.13923,IT_NET_BBNDANYS
4771,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2012.0,16.0,IT_USE_ii99
4772,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2013.0,19.7,IT_USE_ii99
4773,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2014.0,23.4,IT_USE_ii99
4774,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2015.0,28.805940000000003,IT_USE_ii99
4775,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2016.0,34.50933,IT_USE_ii99
4776,IT_USE_ii99                         ,17.0,17.8,17.8.1,IT_USE_ii99,2017.0,40.70305,IT_USE_ii99
4777,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2012.0,192.43337,DC_FTA_TOTAL
4778,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2013.0,148.18809,DC_FTA_TOTAL
4779,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2014.0,88.61064,DC_FTA_TOTAL
4780,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2015.0,48.66068,DC_FTA_TOTAL
4781,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2016.0,77.71732,DC_FTA_TOTAL
4782,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2017.0,94.32348,DC_FTA_TOTAL
4783,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2018.0,289.73249,DC_FTA_TOTAL
4784,DC_FTA_TOTAL                         ,17.0,17.9,17.9.1,DC_FTA_TOTAL,2019.0,61.08201999999999,DC_FTA_TOTAL
