,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
189,1.0,1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),320.0,Guatemala,2016.0,6.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
190,1.0,1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),320.0,Guatemala,2017.0,300.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
191,1.0,1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),320.0,Guatemala,2018.0,316.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
192,1.0,1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),320.0,Guatemala,2019.0,81.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
193,1.0,1.5,1.5.1,VC_DSR_MISS,Number of missing persons due to disaster (number),320.0,Guatemala,2020.0,62.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
203,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2012.0,95.0,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
204,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2013.0,75.0,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
205,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2014.0,53.0,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
206,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2015.0,979.0,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
207,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2016.0,57.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
208,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2017.0,15.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
209,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2018.0,684.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
210,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2019.0,19.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
211,1.0,1.5,1.5.1,VC_DSR_MORT,Number of deaths due to disaster (number),320.0,Guatemala,2020.0,4896.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
212,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2012.0,0.6411,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
213,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2013.0,0.51005,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
214,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2014.0,0.35239000000000004,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
215,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2015.0,7.40913,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
216,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2016.0,0.38058000000000003,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
217,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2017.0,1.8612400000000002,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
218,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2018.0,6.7108300000000005,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
219,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2019.0,0.56776,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
220,1.0,1.5,1.5.1,VC_DSR_MTMP,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2020.0,27.588890000000003,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
221,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2012.0,96.0,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
222,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2013.0,78.0,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
223,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2014.0,55.0,2014,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
224,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2015.0,1199.0,2015,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
225,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2016.0,63.0,2016,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
226,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2017.0,315.0,2017,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
227,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2018.0,1000.0,2018,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
228,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2019.0,100.0,2019,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
229,1.0,1.5,1.5.1,VC_DSR_MMHN,Number of deaths and missing persons attributed to disasters (number),320.0,Guatemala,2020.0,4958.0,2020,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
230,1.0,1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2012.0,391.12838999999997,2012,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
231,1.0,1.5,1.5.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",320.0,Guatemala,2013.0,15.16407,2013,,,,,United Nations Office for Disaster Risk Reduction (2021),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,
